timestamp,open,high,low,close,volume
2020-10-19,11501.5,11830.0,11404.01,11745.0,230161.648
2020-10-20,11744.99,12045.78,11673.0,11900.03,312811.802
2020-10-21,11900.03,13240.0,11876.0,12796.07,591963.069
2020-10-22,12796.06,13188.27,12675.5,12968.87,343851.666
2020-10-23,12970.39,13043.0,12725.04,12925.82,237042.526
2020-10-24,12925.82,13177.59,12871.07,13110.88,176146.631
2020-10-25,13110.88,13369.0,12715.0,13023.81,206012.652
2020-10-26,13024.21,13240.0,12729.0,13047.24,316503.296
2020-10-27,13047.24,13787.83,13041.3,13629.38,411509.506
2020-10-28,13629.89,13863.0,12876.0,13256.17,476993.789
2020-10-29,13255.79,13637.22,12965.0,13446.65,355352.336
2020-10-30,13446.65,13665.65,13100.0,13549.12,349890.573
2020-10-31,13549.12,14140.0,13403.36,13783.73,357853.23
2020-11-01,13783.73,13891.52,13605.9,13752.86,198395.231
2020-11-02,13752.87,13823.75,13195.0,13540.54,327991.768
2020-11-03,13541.55,14070.0,13276.33,14016.55,348730.51
2020-11-04,14016.55,14280.0,13512.0,14134.31,451433.42
2020-11-05,14134.32,15777.0,14088.01,15598.75,717489.697
2020-11-06,15598.74,15984.2,15177.0,15590.96,559380.06
2020-11-07,15590.95,15774.0,14350.0,14824.34,457582.681
2020-11-08,14824.33,15678.0,14710.0,15473.2,290616.393
2020-11-09,15473.2,15869.0,14822.0,15328.72,474181.983
2020-11-10,15328.72,15474.17,15071.0,15294.68,244073.495
2020-11-11,15294.68,16000.0,15274.89,15690.24,330772.852
2020-11-12,15690.24,16345.0,15437.7,16289.02,471759.126
2020-11-13,16289.01,16479.99,15955.6,16320.54,306656.359
2020-11-14,16320.54,16326.82,15700.0,16064.51,266206.937
2020-11-15,16064.51,16161.23,15768.0,15952.27,210318.453
2020-11-16,15951.93,16882.0,15862.0,16707.07,342459.329
2020-11-17,16707.0,17890.1,16550.0,17670.01,524094.697
2020-11-18,17670.01,18520.0,17215.03,17788.32,732937.097
2020-11-19,17788.32,18200.0,17347.27,17811.68,406500.977
2020-11-20,17811.68,18831.6,17748.92,18664.31,407926.802
2020-11-21,18662.85,18986.0,18302.08,18721.99,342412.49
2020-11-22,18721.99,18780.0,17645.98,18435.2,373779.417
2020-11-23,18434.17,18812.65,18013.97,18382.07,364221.378
2020-11-24,18382.07,19440.0,18000.0,19179.64,477968.289
2020-11-25,19178.53,19554.19,18509.12,18741.67,426276.99
2020-11-26,18741.66,18940.69,16181.0,17155.34,850692.856
2020-11-27,17155.37,17465.0,16444.83,17144.1,398072.933
2020-11-28,17144.11,17880.0,16865.78,17717.74,268833.749
2020-11-29,17717.74,18343.0,17523.0,18181.09,256024.006
2020-11-30,18180.43,19944.0,18178.82,19720.0,500482.574
2020-12-01,19722.09,19956.0,18050.0,18772.7,553885.333
2020-12-02,18770.33,19365.0,18329.58,19207.01,335717.482
2020-12-03,19207.01,19640.0,18865.0,19434.3,245020.576
2020-12-04,19432.66,19537.16,18570.0,18664.2,276271.939
2020-12-05,18662.72,19203.46,18510.0,19147.62,165912.647
2020-12-06,19147.63,19449.1,18855.35,19375.02,176004.606
2020-12-07,19375.0,19446.36,18908.66,19172.88,169402.371
2020-12-08,19172.87,19319.38,18133.33,18319.32,280714.132
2020-12-09,18319.33,18639.7,17650.0,18537.98,353123.689
2020-12-10,18537.97,18550.0,17916.0,18253.51,233960.241
2020-12-11,18254.0,18290.44,17555.0,18031.47,317866.07
2020-12-12,18031.71,18950.0,18012.21,18800.0,196962.282
2020-12-13,18800.0,19432.0,18705.46,19175.07,239760.089
2020-12-14,19175.06,19355.35,19004.72,19270.7,181555.823
2020-12-15,19270.71,19598.0,19039.64,19424.91,248744.054
2020-12-16,19424.9,21600.0,19274.55,21346.8,459302.012
2020-12-17,21346.81,23888.04,21231.5,22816.99,823435.821
2020-12-18,22816.99,23330.0,22363.94,23124.35,305997.222
2020-12-19,23124.35,24281.61,22735.81,23847.28,337535.438
2020-12-20,23847.28,24376.0,23076.25,23472.96,322289.774
2020-12-21,23472.96,24145.0,21920.0,22730.1,476456.589
2020-12-22,22736.05,23850.0,22387.0,23826.99,326124.313
2020-12-23,23826.74,24235.42,22572.52,23238.27,394754.939
2020-12-24,23237.73,23819.81,22700.0,23737.44,237754.257
2020-12-25,23738.75,24827.64,23450.0,24730.0,284523.431
2020-12-26,24729.99,26926.0,24507.24,26508.83,367265.555
2020-12-27,26508.84,28459.84,25850.0,26305.64,540264.148
2020-12-28,26301.76,27538.82,26117.1,27102.66,267563.468
2020-12-29,27101.45,27441.73,25913.01,27402.83,260759.449
2020-12-30,27402.83,29063.72,27401.0,28906.99,374737.655
2020-12-31,28906.99,29376.7,27848.0,28951.68,313648.835
2021-01-01,28948.19,29668.86,28627.12,29337.16,210716.398
2021-01-02,29337.15,33480.0,28958.24,32199.91,545541.08
2021-01-03,32198.41,34832.25,32000.02,33054.53,487486.989
2021-01-04,33053.93,33653.56,27800.0,32031.07,506128.023
2021-01-05,32029.55,34500.0,29900.0,33999.52,433720.833
2021-01-06,33999.51,37037.51,33356.46,36823.68,444019.83
2021-01-07,36825.77,40565.62,36337.36,39498.92,520147.908
2021-01-08,39498.32,42125.51,36539.77,40637.23,518080.826
2021-01-09,40638.91,41539.88,38733.28,40136.04,260882.805
2021-01-10,40136.05,41412.12,35268.0,38221.67,436759.048
2021-01-11,38200.01,38322.18,30448.0,35408.46,906275.651
2021-01-12,35406.92,36693.44,32600.0,34056.9,449065.693
2021-01-13,34065.53,37880.0,32420.0,37421.07,398188.088
2021-01-14,37416.34,40189.39,36764.33,39163.31,353142.386
2021-01-15,39163.31,39790.0,34478.0,36755.24,437610.113
2021-01-16,36755.25,38000.0,35366.0,36025.66,301102.477
2021-01-17,36025.65,36898.0,33863.5,35869.83,287686.129
2021-01-18,35875.72,37547.94,34808.47,36686.86,253386.703
2021-01-19,36690.0,37961.0,35850.0,35891.03,257889.419
2021-01-20,35891.74,36461.44,33403.0,35500.0,329192.419
2021-01-21,35499.23,35636.17,30069.9,30879.97,550562.277
2021-01-22,30875.77,33831.52,28880.0,32986.34,453568.538
2021-01-23,32990.08,33495.0,31405.0,32086.48,256776.411
2021-01-24,32086.48,33125.75,30914.2,32275.63,212107.044
2021-01-25,32274.88,34880.0,31921.47,32253.68,316687.524
2021-01-26,32253.68,32950.0,30810.0,32474.14,346861.707
2021-01-27,32474.81,32562.2,29240.0,30381.04,431022.839
2021-01-28,30382.96,33778.95,29843.33,33399.75,311528.373
2021-01-29,33399.99,38641.1,31960.0,34269.35,713579.785
2021-01-30,34267.04,34988.88,32849.06,34289.85,267861.872
2021-01-31,34284.76,34393.22,32193.04,33126.21,211293.891
2021-02-01,33125.11,34720.0,32322.47,33546.09,240632.325
2021-02-02,33546.08,36041.0,33450.0,35504.06,239856.23
2021-02-03,35504.07,37700.0,35410.0,37652.51,240308.078
2021-02-04,37651.92,38833.0,36233.0,36976.93,306715.022
2021-02-05,36975.19,38411.82,36586.68,38362.65,196277.444
2021-02-06,38357.17,40992.4,38269.0,39249.54,310826.315
2021-02-07,39249.53,39757.87,37403.27,38849.25,296721.925
2021-02-08,38849.24,47146.0,38037.0,46451.32,440167.093
2021-02-09,46451.32,48266.36,45057.65,46492.54,381477.426
2021-02-10,46492.53,47475.0,43770.0,44850.0,334979.017
2021-02-11,44850.0,48810.0,44038.97,48060.21,330540.045
2021-02-12,48060.21,49278.98,46121.0,47361.03,259186.288
2021-02-13,47364.0,48290.0,46252.1,47221.62,199965.397
2021-02-14,47221.63,49875.16,47093.16,48655.21,241935.666
2021-02-15,48655.21,49100.0,45349.21,47981.58,248960.404
2021-02-16,47981.6,50953.44,47101.02,49197.94,343592.011
2021-02-17,49197.93,52800.0,49029.62,52194.62,312007.458
2021-02-18,52194.62,52640.0,50948.0,51619.7,185489.89
2021-02-19,51612.46,56582.0,50800.0,56004.1,257911.872
2021-02-20,56005.85,57699.0,53905.0,55917.41,240296.308
2021-02-21,55908.45,58472.14,55564.5,57487.43,196820.573
2021-02-22,57475.5,57591.87,47751.42,54121.1,480660.187
2021-02-23,54125.55,54260.12,44893.82,48930.0,748737.462
2021-02-24,48930.01,51435.58,47000.0,49702.03,333415.219
2021-02-25,49702.05,52134.96,46685.43,47089.37,349943.016
2021-02-26,47087.97,48438.01,44100.0,46313.13,440670.32
2021-02-27,46313.12,48476.05,44926.77,46102.63,256027.074
2021-02-28,46097.09,46678.0,43002.05,45163.36,370358.825
2021-03-01,45162.64,49800.0,44972.49,49592.7,315659.931
2021-03-02,49594.99,50221.77,47058.06,48450.57,273100.435
2021-03-03,48454.21,52681.51,48110.66,50373.75,350311.234
2021-03-04,50373.75,51800.0,47500.0,48385.77,387428.957
2021-03-05,48385.77,49470.0,46320.0,48770.57,354602.756
2021-03-06,48772.68,49253.63,47090.0,48908.21,215092.91
2021-03-07,48908.21,51480.0,48908.21,50995.27,248398.116
2021-03-08,50991.35,52450.0,49310.0,52429.43,308339.866
2021-03-09,52429.43,54950.0,51880.0,54917.78,285604.798
2021-03-10,54917.78,57500.92,53061.0,55947.98,401159.493
2021-03-11,55949.3,58283.0,54356.44,57844.52,364681.318
2021-03-12,57842.64,58186.33,55074.3,57291.03,335495.042
2021-03-13,57291.04,61950.0,56136.0,61267.41,320322.173
2021-03-14,61267.41,61798.0,59005.0,59037.12,231991.901
2021-03-15,59037.11,60740.0,54517.28,55646.61,448820.83
2021-03-16,55646.61,56988.0,53335.0,56954.19,339718.202
2021-03-17,56953.23,59078.79,54154.93,58959.0,339397.712
2021-03-18,58959.01,60510.0,57072.0,57700.01,305100.026
2021-03-19,57700.01,59550.0,56301.27,58089.11,259039.479
2021-03-20,58089.11,59948.0,57881.0,58145.61,203680.149
2021-03-21,58144.44,58638.7,55403.55,57415.18,237518.696
2021-03-22,57415.19,58500.0,53635.81,54129.56,293062.947
2021-03-23,54129.56,55890.68,52981.4,54400.0,276199.041
2021-03-24,54400.0,57234.79,51666.0,52311.54,394172.526
2021-03-25,52307.89,53255.2,50452.08,51325.21,416848.091
2021-03-26,51325.21,55123.0,51260.0,55030.0,271957.842
2021-03-27,55030.0,56658.76,54001.0,55828.0,234435.346
2021-03-28,55828.0,56588.31,54694.91,55805.08,200603.768
2021-03-29,55804.16,58490.11,54931.15,57677.64,277215.268
2021-03-30,57676.14,59560.0,57110.0,58794.16,232824.065
2021-03-31,58794.17,59920.0,56812.0,58807.24,337038.349
2021-04-01,58810.99,59592.22,58002.0,58794.01,196332.114
2021-04-02,58797.56,60397.85,58490.03,59031.36,189391.958
2021-04-03,59028.99,59925.0,56900.0,57134.65,198636.171
2021-04-04,57134.65,58553.0,56517.23,58234.61,152454.122
2021-04-05,58234.61,59385.0,56808.94,59243.39,174338.646
2021-04-06,59243.4,59626.18,57500.0,58059.99,165562.029
2021-04-07,58060.0,58720.0,55536.07,56018.18,265271.707
2021-04-08,56018.17,58200.0,55759.13,58122.26,161389.858
2021-04-09,58122.93,58950.0,57700.0,58176.03,141690.144
2021-04-10,58176.04,61800.0,57943.95,59832.43,240907.592
2021-04-11,59832.43,60816.88,59304.02,60090.2,148499.824
2021-04-12,60093.26,61449.91,59500.0,59911.18,196147.561
2021-04-13,59911.19,63850.0,59873.01,63649.71,279389.492
2021-04-14,63645.05,64986.11,61404.0,63019.1,323454.88
2021-04-15,63018.34,63905.83,62157.89,63232.55,178604.198
2021-04-16,63232.56,63600.0,60100.0,61424.67,255765.893
2021-04-17,61424.67,62610.0,59620.0,60090.14,194112.299
2021-04-18,60090.14,60450.0,50050.0,56140.05,522006.276
2021-04-19,56140.05,57532.7,54200.0,55634.39,285041.716
2021-04-20,55634.38,57060.0,53330.82,56410.56,324494.085
2021-04-21,56411.25,56756.78,53610.0,53800.0,252601.972
2021-04-22,53794.72,55470.51,50534.34,51714.61,453489.185
2021-04-23,51714.62,52152.0,47546.16,51122.62,554666.026
2021-04-24,51122.63,51183.51,48690.0,50092.4,299663.131
2021-04-25,50094.27,50577.9,46930.43,49063.94,310306.501
2021-04-26,49063.94,54364.89,48763.0,53984.33,390494.148
2021-04-27,53984.34,55500.0,53225.14,55006.25,225440.361
2021-04-28,55006.25,56574.13,53852.0,54861.77,263170.559
2021-04-29,54861.76,55222.02,52350.0,53558.8,257045.19
2021-04-30,53558.57,57935.0,53043.62,57684.16,294683.751
2021-05-01,57688.29,58488.17,57051.23,57836.34,207854.398
2021-05-02,57836.35,57959.97,56100.0,56630.33,203712.515
2021-05-03,56630.34,59056.59,56500.65,57214.83,271733.972
2021-05-04,57214.84,57253.76,53094.59,53263.32,388988.754
2021-05-05,53263.32,57940.0,52880.38,57497.77,317811.705
2021-05-06,57497.76,58450.0,55297.91,56435.35,275471.204
2021-05-07,56435.35,58800.0,55300.0,57350.88,256159.504
2021-05-08,57350.89,59590.96,56961.25,58924.98,264906.729
2021-05-09,58926.36,59335.19,56316.0,58292.53,245954.014
2021-05-10,58292.53,59654.0,53250.0,55869.67,396237.133
2021-05-11,55869.41,56908.66,54541.33,56710.43,267226.104
2021-05-12,56712.7,58049.99,48503.74,49595.76,472329.152
2021-05-13,49596.75,51358.0,45596.32,49707.9,652476.689
2021-05-14,49706.27,51533.0,48870.41,49873.27,319069.002
2021-05-15,49873.26,50709.43,46584.32,46793.41,442023.496
2021-05-16,46794.62,49829.39,43866.0,46429.28,604537.63
2021-05-17,46429.28,46655.0,42151.0,43566.18,809129.365
2021-05-18,43565.11,45846.61,42268.0,42882.53,590358.592
2021-05-19,42882.54,43615.93,28688.0,36689.14,1373851.849
2021-05-20,36689.14,42460.0,34882.0,40500.3,775185.113
2021-05-21,40500.0,42270.42,33400.0,37211.02,930671.747
2021-05-22,37210.01,38851.34,35201.11,37432.58,588166.784
2021-05-23,37436.0,38261.71,31096.7,34651.6,996815.017
2021-05-24,34656.53,39917.09,34366.0,38779.66,707903.071
2021-05-25,38783.58,39790.05,36439.32,38326.84,598836.411
2021-05-26,38326.84,40900.0,37804.76,39224.2,577032.81
2021-05-27,39224.21,40438.82,37133.22,38527.38,543338.566
2021-05-28,38527.38,38888.35,34689.57,35670.99,832363.425
2021-05-29,35670.99,37375.0,33650.0,34611.94,733902.825
2021-05-30,34611.95,36501.0,33356.0,35651.81,511834.746
2021-05-31,35651.8,37500.0,34150.0,37243.38,635082.121
2021-06-01,37244.36,37893.76,35500.0,36693.41,590822.54
2021-06-02,36694.37,38232.99,35905.0,37569.99,441719.806
2021-06-03,37570.0,39470.0,37150.15,39247.4,507429.005
2021-06-04,39247.4,39297.35,35552.51,36828.03,700625.866
2021-06-05,36828.03,37900.49,34800.0,35498.62,631028.448
2021-06-06,35497.93,36521.16,35201.86,35801.71,443601.064
2021-06-07,35801.71,36820.0,33200.0,33550.96,636735.873
2021-06-08,33550.97,34061.57,30969.0,33372.58,976693.026
2021-06-09,33372.58,37511.31,32390.0,37368.45,1031014.087
2021-06-10,37369.99,38489.0,35750.0,36669.66,803185.699
2021-06-11,36669.65,37679.54,35900.0,37300.42,586122.898
2021-06-12,37300.41,37432.95,34585.9,35537.05,623532.476
2021-06-13,35535.95,39374.18,34739.06,38993.65,647035.314
2021-06-14,38993.66,41000.0,38720.0,40489.1,704979.881
2021-06-15,40489.1,41413.0,39500.0,40132.86,632066.994
2021-06-16,40132.86,40495.0,38105.0,38344.97,673235.496
2021-06-17,38344.97,39565.0,37334.76,38060.71,603849.861
2021-06-18,38060.71,38198.0,35100.0,35811.41,790379.249
2021-06-19,35811.41,36471.8,34704.08,35483.0,642185.382
2021-06-20,35483.01,36155.0,33312.0,35588.64,829896.441
2021-06-21,35588.63,35746.28,31250.51,31606.0,1397330.662
2021-06-22,31606.0,33274.0,28780.01,32496.0,1531824.85
2021-06-23,32496.0,34867.77,31711.5,33649.0,960700.369
2021-06-24,33650.0,35406.74,32300.0,34644.64,774899.165
2021-06-25,34644.65,35500.0,31250.0,31568.07,1093051.375
2021-06-26,31569.18,32720.52,30120.0,32255.56,1091384.749
2021-06-27,32250.15,34762.0,31960.0,34687.71,897147.453
2021-06-28,34687.71,35279.38,33855.0,34487.22,706158.545
2021-06-29,34486.58,36623.0,34206.0,35911.26,806140.329
2021-06-30,35910.64,36089.96,34042.74,35031.39,719742.983
2021-07-01,35031.39,35044.98,32672.04,33489.96,758966.493
2021-07-02,33489.96,33960.0,32684.0,33760.94,664923.202
2021-07-03,33760.94,34948.16,33296.98,34652.94,510614.258
2021-07-04,34653.32,35955.55,34340.75,35280.16,451001.556
2021-07-05,35280.17,35281.55,33032.0,33672.72,736706.409
2021-07-06,33672.72,35120.0,33500.0,34206.01,644229.007
2021-07-07,34206.0,35089.56,33756.48,33845.64,456218.909
2021-07-08,33845.63,33910.0,32066.0,32852.04,650317.664
2021-07-09,32855.0,34100.0,32250.0,33805.01,485662.879
2021-07-10,33805.01,34248.58,33010.0,33497.98,410271.979
2021-07-11,33497.98,34629.62,33306.03,34253.81,343905.35
2021-07-12,34253.88,34662.73,32650.0,33070.87,502747.758
2021-07-13,33070.86,33336.0,32186.99,32709.09,466567.713
2021-07-14,32708.66,33176.47,31556.02,32803.01,521140.41
2021-07-15,32803.0,33170.0,31140.0,31866.43,539111.667
2021-07-16,31865.53,32245.0,31018.59,31382.95,516577.743
2021-07-17,31382.96,31945.0,31150.02,31496.65,422650.418
2021-07-18,31496.65,32435.93,31075.1,31767.0,412189.401
2021-07-19,31765.23,31890.0,30358.77,30823.62,486305.627
2021-07-20,30823.62,31050.0,29242.24,29775.9,602688.19
2021-07-21,29775.89,32883.9,29472.41,32120.0,787077.39
2021-07-22,32120.0,32583.48,31700.0,32268.11,397258.936
2021-07-23,32268.12,33650.0,31970.82,33634.46,404650.016
2021-07-24,33631.74,34471.0,33379.81,34230.0,376046.028
2021-07-25,34230.0,35400.0,33812.0,35370.66,404114.844
2021-07-26,35370.67,48168.6,35185.49,37218.09,1162332.857
2021-07-27,37218.09,39546.34,36384.31,39442.33,675104.157
2021-07-28,39448.06,40894.0,38753.0,40003.08,736196.234
2021-07-29,40003.08,40665.0,39203.83,40012.9,463917.872
2021-07-30,40012.89,42316.6,38320.0,42203.25,561474.309
2021-07-31,42202.6,42494.0,41030.19,41448.11,381521.899
2021-08-01,41448.1,42614.98,39350.4,39846.78,487529.044
2021-08-02,39846.78,40450.0,38658.0,39147.48,451872.128
2021-08-03,39147.47,39774.93,37600.0,38203.26,517219.517
2021-08-04,38201.33,39975.32,37500.0,39731.31,479560.473
2021-08-05,39731.31,41350.0,37291.0,40882.4,746249.712
2021-08-06,40882.39,43400.0,39849.82,42825.43,653451.154
2021-08-07,42825.43,44753.01,42395.2,44601.11,583750.891
2021-08-08,44601.11,45350.0,43265.0,43787.71,553684.698
2021-08-09,43787.71,46483.0,42785.0,46259.7,626220.503
2021-08-10,46259.7,46800.0,44670.05,45589.99,460478.861
2021-08-11,45589.99,46754.27,45354.0,45522.12,390660.571
2021-08-12,45522.13,46226.67,43800.0,44385.09,468276.056
2021-08-13,44385.09,47980.69,44208.88,47792.52,438025.46
2021-08-14,47792.52,48300.0,46000.0,47083.74,374368.796
2021-08-15,47083.75,47388.75,45480.0,47006.02,370950.807
2021-08-16,47006.02,48074.23,45682.03,45926.23,412537.605
2021-08-17,45926.23,47194.0,44412.01,44704.84,474316.4
2021-08-18,44704.85,46050.0,44227.32,44714.09,395836.158
2021-08-19,44714.09,47100.0,43938.38,46772.0,439402.162
2021-08-20,46772.0,49500.0,46650.0,49332.74,401499.081
2021-08-21,49332.99,49833.0,48250.0,48848.29,347594.451
2021-08-22,48846.11,49556.2,48075.81,49273.28,294672.223
2021-08-23,49273.28,50600.0,49075.01,49523.91,355733.496
2021-08-24,49523.23,49888.88,47600.0,47719.36,398682.002
2021-08-25,47719.37,49297.8,47130.57,48992.65,389100.384
2021-08-26,48992.65,49380.0,46280.0,46853.06,475183.123
2021-08-27,46854.22,49220.0,46359.97,49083.98,403667.012
2021-08-28,49082.13,49333.0,48395.65,48931.99,222793.024
2021-08-29,48931.99,49769.2,47741.31,48795.41,315105.499
2021-08-30,48795.42,48916.25,46876.49,47024.7,351830.754
2021-08-31,47024.69,48298.0,46731.03,47150.32,365548.209
2021-09-01,47150.32,49160.79,46550.99,48842.94,350108.374
2021-09-02,48842.93,50420.0,48631.2,49299.14,361863.055
2021-09-03,49299.14,51111.0,48333.0,50027.08,430326.386
2021-09-04,50027.09,50582.08,49360.0,49940.74,274956.842
2021-09-05,49942.2,51950.0,49462.59,51799.57,288984.124
2021-09-06,51799.56,52830.0,51040.0,52683.97,297734.284
2021-09-07,52683.98,52950.0,42088.0,46864.39,764140.139
2021-09-08,46864.38,47347.0,44431.0,46062.29,435803.011
2021-09-09,46060.02,47400.0,45500.0,46413.88,309015.75
2021-09-10,46413.88,47037.5,44120.0,44860.83,343533.069
2021-09-11,44860.83,45999.0,44737.4,45193.78,194144.115
2021-09-12,45194.19,46512.2,44746.51,46046.73,223534.63
2021-09-13,46048.02,46933.89,43323.93,44975.96,448942.068
2021-09-14,44975.96,47272.98,44692.9,47087.18,277925.721
2021-09-15,47087.18,48440.93,46675.0,48106.12,244226.37
2021-09-16,48106.13,48488.0,47038.21,47745.55,260044.727
2021-09-17,47745.55,48150.0,46750.0,47303.11,226193.34
2021-09-18,47303.11,48850.0,47044.32,48285.15,207900.413
2021-09-19,48284.61,48364.64,46840.0,47256.91,212631.933
2021-09-20,47256.92,47345.0,42467.86,43026.6,600764.629
2021-09-21,43026.61,43629.6,39503.58,40726.1,683242.002
2021-09-22,40727.83,43989.98,40551.49,43520.0,400849.752
2021-09-23,43520.0,44976.48,43056.0,44828.29,330253.525
2021-09-24,44828.29,45134.33,40650.0,42798.49,608595.52
2021-09-25,42798.49,42950.0,41630.26,42651.58,277084.795
2021-09-26,42646.84,43940.0,40725.01,43150.0,354393.916
2021-09-27,43150.01,44350.0,42059.13,42122.69,285311.606
2021-09-28,42122.69,42749.0,40854.0,41006.32,359745.538
2021-09-29,41002.96,42576.8,40708.73,41499.71,293307.589
2021-09-30,41499.7,44100.0,41387.78,43796.57,389185.646
2021-10-01,43799.49,48450.0,43260.01,48123.94,449491.768
2021-10-02,48123.93,48338.68,47410.0,47626.61,182565.988
2021-10-03,47626.62,49304.12,47071.26,48187.3,212410.375
2021-10-04,48187.99,49544.48,46885.29,49198.22,324424.837
2021-10-05,49199.78,51888.0,49009.21,51455.12,314043.813
2021-10-06,51460.22,56416.02,50410.0,55321.6,418731.748
2021-10-07,55327.45,55337.8,53374.34,53814.99,262974.545
2021-10-08,53814.99,56208.73,53647.3,53975.0,255210.035
2021-10-09,53974.99,55589.0,53656.66,54960.77,167495.393
2021-10-10,54960.79,56789.0,54101.0,54700.0,289072.818
2021-10-11,54700.0,57880.0,54458.0,57500.01,314868.05
2021-10-12,57500.01,57756.52,53750.0,56011.84,349147.775
2021-10-13,56011.83,57822.38,54271.24,57393.65,327714.318
2021-10-14,57393.65,58586.67,56800.0,57378.19,254719.751
2021-10-15,57377.12,63997.61,56900.0,61702.33,493366.513
2021-10-16,61702.33,62444.23,60220.0,60925.56,213251.899
2021-10-17,60925.56,61796.47,58850.0,61571.45,240132.514
2021-10-18,61571.45,62800.0,59897.61,62037.92,333278.481
2021-10-19,62037.92,64500.0,61300.0,64316.7,379243.718
2021-10-20,64314.75,67150.0,63518.81,66064.24,324737.868
2021-10-21,66064.25,66750.0,62000.0,62260.33,478610.458
2021-10-22,62260.33,63796.2,60011.9,60734.27,350359.527
2021-10-23,60734.28,61780.0,59622.0,61325.11,222553.478
2021-10-24,61325.09,61550.0,59504.46,60902.82,245816.821
2021-10-25,60902.82,63795.98,60701.0,63127.04,234201.1
2021-10-26,63129.25,63362.06,59838.05,60358.75,252256.924
2021-10-27,60358.74,61550.0,57865.0,58449.36,329112.396
2021-10-28,58449.36,62641.26,57550.0,60622.03,333323.116
2021-10-29,60622.02,63069.71,60222.0,62308.22,218355.773
2021-10-30,62308.21,62415.85,60631.23,61895.19,156041.523
2021-10-31,61895.19,62462.99,60008.0,61348.61,183599.524
2021-11-01,61347.14,62543.58,59400.0,60942.87,246158.361
2021-11-02,60942.87,64349.55,60659.58,63266.69,217592.062
2021-11-03,63266.69,63613.0,60300.0,62946.45,211190.183
2021-11-04,62946.45,63149.0,60703.0,61431.86,184677.079
2021-11-05,61433.9,62671.48,60762.0,61006.0,157569.637
2021-11-06,61006.0,61645.75,60100.0,61511.3,154919.118
2021-11-07,61511.3,63377.58,61368.26,63316.4,142878.208
2021-11-08,63316.4,67932.89,63308.7,67606.96,274932.146
2021-11-09,67606.96,68675.16,66300.0,67009.98,231843.834
2021-11-10,67010.65,69198.7,62400.51,64920.13,347835.573
2021-11-11,64920.13,65646.98,64147.12,64831.3,178279.275
2021-11-12,64831.2,65500.0,62313.0,64156.08,264576.325
2021-11-13,64156.08,65073.24,63430.01,64427.0,124466.493
2021-11-14,64426.99,65569.99,63640.0,65568.39,146424.701
2021-11-15,65568.38,66395.05,63351.58,63654.49,210026.602
2021-11-16,63654.49,63655.77,58397.14,60106.03,475025.706
2021-11-17,60106.03,60848.85,58336.68,60366.96,287388.873
2021-11-18,60366.97,60999.0,56505.48,56921.05,412021.672
2021-11-19,56921.04,58333.0,55604.0,58069.51,245356.121
2021-11-20,58069.52,59873.84,57372.0,59716.29,173697.342
2021-11-21,59716.28,60052.82,58518.88,58661.39,143887.271
2021-11-22,58648.87,59624.56,55600.0,56268.31,326184.881
2021-11-23,56268.31,57888.0,55250.0,57574.23,267790.325
